Postevauation: Average Fitness 2626.66 Total Steps 10000
Postevauation: Average Fitness 2122.09 Total Steps 10000
Postevauation: Average Fitness 2185.25 Total Steps 10000
Postevauation: Average Fitness 639.55 Total Steps 5087
Postevauation: Average Fitness 1819.46 Total Steps 9611
Postevauation: Average Fitness 1991.76 Total Steps 10000
Postevauation: Average Fitness 1619.81 Total Steps 9324
Postevauation: Average Fitness 2616.79 Total Steps 10000
Postevauation: Average Fitness 2282.71 Total Steps 8829
Postevauation: Average Fitness 1537.18 Total Steps 8956
