Postevauation: Average Fitness 12.06 Total Steps 211
Postevauation: Average Fitness 291.76 Total Steps 1694
Postevauation: Average Fitness 42.37 Total Steps 625
Postevauation: Average Fitness 761.07 Total Steps 7622
Postevauation: Average Fitness 14.58 Total Steps 219
Postevauation: Average Fitness 770.81 Total Steps 6285
Postevauation: Average Fitness 1944.82 Total Steps 9120
Postevauation: Average Fitness 1890.16 Total Steps 8748
Postevauation: Average Fitness 1257.22 Total Steps 8720
Postevauation: Average Fitness 1564.35 Total Steps 8754
