Postevauation: Average Fitness 1803.83 Total Steps 8474
Postevauation: Average Fitness 1527.64 Total Steps 7684
Postevauation: Average Fitness 14.73 Total Steps 220
Postevauation: Average Fitness 1567.81 Total Steps 10000
Postevauation: Average Fitness 2040.28 Total Steps 10000
Postevauation: Average Fitness 84.69 Total Steps 981
Postevauation: Average Fitness 1592.13 Total Steps 9037
Postevauation: Average Fitness 16.85 Total Steps 224
Postevauation: Average Fitness 1592.79 Total Steps 9150
Postevauation: Average Fitness 1107.09 Total Steps 8904
