Postevauation: Average Fitness 126.23 Total Steps 87335
Postevauation: Average Fitness 108.51 Total Steps 85630
Postevauation: Average Fitness 137.61 Total Steps 99253
Postevauation: Average Fitness 124.77 Total Steps 98526
Postevauation: Average Fitness 154.05 Total Steps 99222
Postevauation: Average Fitness 96.18 Total Steps 62943
Postevauation: Average Fitness 94.60 Total Steps 67248
Postevauation: Average Fitness 82.88 Total Steps 70654
Postevauation: Average Fitness 109.12 Total Steps 78692
Postevauation: Average Fitness 150.39 Total Steps 90669
