Postevauation: Average Fitness 2683.01 Total Steps 10000
Postevauation: Average Fitness 2992.44 Total Steps 10000
Postevauation: Average Fitness 2947.73 Total Steps 10000
Postevauation: Average Fitness 2777.17 Total Steps 9560
Postevauation: Average Fitness 1673.23 Total Steps 9222
Postevauation: Average Fitness 2757.99 Total Steps 9056
Postevauation: Average Fitness 2907.45 Total Steps 10000
Postevauation: Average Fitness 1840.87 Total Steps 10000
Postevauation: Average Fitness 2554.32 Total Steps 9069
Postevauation: Average Fitness 2854.33 Total Steps 10000
