Postevauation: Average Fitness 840.33 Total Steps 4983
Postevauation: Average Fitness 2555.51 Total Steps 9478
Postevauation: Average Fitness 2274.35 Total Steps 8516
Postevauation: Average Fitness 1252.90 Total Steps 8477
Postevauation: Average Fitness 2191.86 Total Steps 8166
Postevauation: Average Fitness 1735.66 Total Steps 8877
Postevauation: Average Fitness 2871.30 Total Steps 10000
Postevauation: Average Fitness 2830.40 Total Steps 10000
Postevauation: Average Fitness 2233.00 Total Steps 9729
Postevauation: Average Fitness 2540.72 Total Steps 9120
